row,col,value
0,0,51.36087054014206
0,1,45.500230967998505
0,2,51.84992200136185
0,3,44.822862416505814
0,4,46.84671276807785
0,5,50.75648087263107
0,6,45.156868785619736
0,7,46.708780169487
0,8,50.13577827811241
0,9,50.59149873256683
0,10,49.24016347527504
0,11,47.73718202114105
0,12,56.160535514354706
0,13,45.68572449684143
0,14,44.99019014835358
0,15,44.89125633239746
0,16,39.58432984352112
0,17,46.244792610406876
0,18,49.54735338687897
0,19,41.36207303404808
0,20,48.78511866927147
0,21,51.27267628908157
0,22,50.427617102861404
0,23,47.07670173048973
0,24,51.58447182178497
0,25,38.341464191675186
0,26,47.63783514499664
0,27,50.599104940891266
0,28,51.517792105674744
0,29,62.416697919368744
0,30,48.96963855624199
0,31,32.56540459394455
0,32,49.44777637720108
0,33,37.98780795931816
0,34,46.3353354036808
0,35,43.03948685526848
0,36,46.54279488325119
0,37,55.43952125310898
0,38,45.681431621313095
0,39,53.41235166788101
0,40,46.09150892496109
0,41,39.44745644927025
0,42,48.518715500831604
0,43,47.91964840888977
0,44,54.48731130361557
0,45,56.21536040306091
0,46,53.620345175266266
0,47,41.10046136379242
0,48,49.26577615737915
0,49,38.05031281709671
0,50,44.49597838521004
0,51,45.576490730047226
0,52,50.62323355674744
0,53,53.66687935590744
0,54,46.523522675037384
0,55,43.795502066612244
0,56,47.48895055055618
0,57,40.313018172979355
0,58,48.68343210220337
0,59,44.58566555380821
0,60,50.32368230819702
0,61,44.55701982975006
0,62,46.16470614075661
0,63,36.483920723199844
0,64,44.54167464375496
0,65,43.275081634521484
0,66,38.364158898591995
0,67,47.872804433107376
0,68,61.45589631795883
0,69,50.27853778004646
0,70,45.177247405052185
0,71,58.54565125703812
0,72,49.59040606021881
0,73,43.63321956992149
0,74,46.467809706926346
0,75,47.26640257239342
0,76,56.48986840248108
0,77,53.10983818769455
0,78,45.815059542655945
0,79,46.37945023179054
0,80,42.419999837875366
0,81,43.561857521533966
0,82,43.49154877662659
0,83,43.5225105881691
0,84,51.41879338026047
0,85,47.87214943766594
0,86,41.98824867606163
0,87,50.77443718910217
0,88,53.87127923965454
0,89,40.802621364593506
0,90,47.747470170259476
0,91,51.72792172431946
0,92,56.80047196149826
0,93,50.993937373161316
0,94,45.941928029060364
0,95,41.04409930109978
0,96,44.61296883225441
0,97,41.024245858192444
