row,col,value
0,0,50.461555898189545
0,1,51.774036943912506
0,2,51.774036943912506
0,3,54.35385745763779
0,4,54.95409291982651
0,5,58.89072173833847
0,6,55.89729815721512
0,7,54.946764051914215
0,8,55.89729815721512
0,9,59.4608274102211
0,10,56.686485052108765
0,11,49.459465980529785
0,12,49.459465980529785
0,13,60.17892074584961
0,14,57.40292024612427
0,15,60.27351152896881
0,16,57.18595743179321
0,17,53.69995957612991
0,18,53.69995957612991
0,19,53.24133884906769
0,20,49.05867958068848
0,21,41.98184034228325
0,22,39.44673064351082
0,23,43.49295908212662
0,24,52.2854408621788
0,25,66.51042532920837
0,26,55.06026118993759
0,27,48.493616193532944
0,28,44.79917046427727
0,29,44.79917046427727
0,30,51.977622509002686
0,31,52.80712407827377
0,32,59.89242219924927
0,33,59.89242219924927
0,34,49.331311106681824
0,35,48.22000512480736
0,36,39.535526782274246
0,37,39.535526782274246
0,38,48.44286584854126
0,39,48.44286584854126
0,40,46.62214079499245
0,41,51.04501521587372
0,42,53.64427316188812
0,43,51.833499908447266
0,44,55.00399649143219
0,45,51.833499908447266
0,46,47.259938180446625
0,47,45.07965898513794
0,48,47.68334257602692
0,49,47.68334257602692
0,50,47.68334257602692
0,51,47.6983248591423
0,52,47.6983248591423
0,53,42.45369669795036
0,54,45.317357420921326
0,55,46.78526121377945
0,56,46.78526121377945
0,57,41.697929322719574
0,58,41.697929322719574
0,59,49.86785563826561
0,60,49.86785563826561
0,61,49.79844382405281
0,62,49.79844382405281
0,63,44.66780552268028
0,64,49.70246338844299
0,65,49.70246338844299
0,66,54.137372612953186
0,67,46.7494843006134
0,68,52.2094731926918
0,69,41.563428074121475
0,70,43.75316634774208
0,71,44.17532566189766
0,72,46.398082196712494
0,73,59.64446806907654
0,74,56.970015466213226
0,75,56.970015466213226
0,76,56.970015466213226
0,77,42.227587550878525
0,78,44.937840670347214
0,79,42.227587550878525
0,80,44.937840670347214
0,81,44.30113789439201
0,82,44.30113789439201
0,83,44.429375380277634
0,84,50.10758101940155
0,85,50.787979662418365
0,86,48.84446361660957
0,87,48.84446361660957
0,88,48.312846302986145
0,89,48.312846302986145
0,90,48.310220420360565
0,91,39.25664034485817
0,92,47.062288880348206
0,93,55.87586033344269
0,94,55.87586033344269
0,95,55.48359477519989
0,96,55.48359477519989
0,97,53.33349847793579
0,98,48.03177064657211
0,99,38.45200204849243
0,100,48.03177064657211
